0	100	100	100	10000
1	94	94	100	9994
2	115	115	126	9989
3	133	133	152	9981
4	162	162	193	9969
5	192	192	236	9956
6	218	218	282	9936
7	258	258	333	9925
8	300	300	388	9912
9	347	347	457	9890
10	395	395	535	9860
11	449	449	624	9825
12	491	491	710	9781
13	543	543	803	9740
14	596	596	899	9697
15	607	651	951	9656
16	645	697	1036	9609
17	681	740	1124	9557
18	707	784	1213	9494
19	733	825	1292	9441
20	762	874	1369	9393
21	785	914	1456	9329
22	812	961	1545	9267
23	850	1019	1638	9212
24	876	1078	1721	9155
25	892	1129	1801	9091
26	903	1172	1881	9022
27	917	1223	1960	8957
28	947	1288	2049	8898
29	984	1363	2148	8836
30	968	1375	2229	8739
31	956	1396	2295	8661
32	977	1461	2374	8603
33	967	1487	2449	8518
34	965	1521	2521	8444
35	959	1553	2592	8367
36	946	1576	2659	8287
37	933	1604	2713	8220
38	947	1660	2775	8172
39	957	1711	2844	8113
40	954	1751	2915	8039
41	944	1791	2970	7974
42	944	1838	3033	7911
43	934	1880	3082	7852
44	903	1889	3128	7775
45	904	1926	3186	7718
46	886	1949	3226	7660
47	882	1987	3284	7598
48	889	2030	3366	7523
49	892	2069	3435	7457
50	846	2068	3464	7382
51	822	2078	3507	7315
52	828	2123	3574	7254
53	811	2145	3621	7190
54	784	2156	3646	7138
55	753	2171	3676	7077
56	731	2203	3696	7035
57	709	2215	3735	6974
58	696	2235	3770	6926
59	682	2249	3803	6879
60	651	2244	3838	6813
61	629	2253	3866	6763
62	599	2265	3877	6722
63	585	2291	3904	6681
64	584	2313	3939	6645
65	565	2330	3960	6605
66	532	2338	3966	6566
67	500	2344	3976	6524
68	497	2367	3994	6503
69	475	2376	4003	6472
70	477	2398	4028	6449
71	457	2408	4037	6420
72	426	2400	4045	6381
73	397	2400	4051	6346
74	377	2405	4062	6315
75	356	2406	4077	6279
76	344	2417	4085	6259
77	329	2429	4093	6236
78	307	2430	4095	6212
79	290	2435	4100	6190
80	289	2452	4118	6171
81	281	2462	4125	6156
82	277	2471	4143	6134
83	272	2486	4160	6112
84	260	2499	4170	6090
85	253	2502	4176	6077
86	244	2504	4189	6055
87	241	2512	4205	6036
88	232	2514	4212	6020
89	220	2514	4224	5996
90	222	2525	4240	5982
91	222	2536	4250	5972
92	204	2530	4252	5952
93	198	2535	4258	5940
94	189	2539	4262	5927
95	190	2548	4274	5916
96	182	2555	4278	5904
97	174	2561	4284	5890
98	153	2555	4281	5872
99	154	2563	4291	5863
100	147	2565	4296	5851
101	145	2569	4304	5841
102	134	2561	4308	5826
103	125	2565	4307	5818
104	119	2567	4311	5808
105	112	2567	4313	5799
106	112	2573	4319	5793
107	98	2568	4315	5783
108	94	2572	4318	5776
109	91	2578	4321	5770
110	88	2583	4325	5763
111	83	2581	4328	5755
112	83	2583	4332	5751
113	83	2589	4336	5747
114	70	2584	4332	5738
115	73	2591	4338	5735
116	71	2591	4344	5727
117	64	2587	4348	5716
118	69	2593	4357	5712
119	71	2598	4360	5711
120	67	2601	4364	5703
121	66	2601	4371	5695
122	60	2600	4370	5690
123	59	2603	4375	5684
124	55	2603	4375	5680
125	56	2604	4379	5677
126	58	2608	4384	5674
127	57	2610	4386	5671
128	64	2617	4398	5666
129	62	2619	4400	5662
130	62	2623	4406	5656
131	68	2630	4417	5651
132	70	2634	4422	5648
133	73	2640	4434	5639
134	71	2642	4438	5633
135	71	2644	4443	5628
136	70	2644	4447	5623
137	64	2640	4452	5612
138	62	2639	4457	5605
139	68	2647	4465	5603
140	64	2647	4470	5594
141	65	2650	4477	5588
142	56	2644	4476	5580
143	52	2642	4475	5577
144	48	2641	4475	5573
145	47	2642	4475	5572
146	50	2647	4482	5568
147	41	2645	4478	5563
148	43	2650	4480	5563
149	38	2649	4479	5559
150	37	2650	4482	5555
151	36	2651	4483	5553
152	35	2651	4484	5551
153	31	2650	4481	5550
154	27	2649	4480	5547
155	27	2651	4482	5545
156	27	2651	4483	5544
157	28	2652	4487	5541
158	26	2652	4487	5539
159	26	2653	4488	5538
160	25	2655	4488	5537
161	27	2657	4494	5533
162	25	2656	4494	5531
163	21	2654	4492	5529
164	19	2655	4490	5529
165	16	2654	4489	5527
166	17	2656	4492	5525
167	16	2655	4492	5524
168	17	2656	4493	5524
169	18	2659	4494	5524
170	21	2662	4498	5523
171	18	2660	4499	5519
172	18	2660	4500	5518
173	15	2659	4499	5516
174	13	2658	4499	5514
175	12	2659	4499	5513
176	12	2659	4500	5512
177	14	2661	4502	5512
178	14	2662	4503	5511
179	15	2663	4505	5510
180	16	2664	4507	5509
181	16	2664	4507	5509
182	16	2665	4508	5508
183	16	2667	4509	5507
184	15	2668	4509	5506
185	14	2667	4510	5504
186	12	2665	4511	5501
187	10	2664	4512	5498
188	9	2663	4512	5497
189	9	2663	4512	5497
190	9	2664	4512	5497
191	9	2664	4512	5497
192	8	2663	4513	5495
193	8	2663	4514	5494
194	9	2664	4515	5494
195	9	2664	4516	5493
196	11	2666	4519	5492
197	8	2665	4517	5491
198	7	2666	4516	5491
199	8	2667	4517	5491
200	8	2667	4517	5491
201	9	2669	4518	5491
202	8	2668	4518	5490
203	8	2668	4518	5490
204	7	2667	4518	5489
205	9	2669	4521	5488
206	9	2670	4521	5488
207	8	2669	4521	5487
208	8	2670	4521	5487
209	11	2673	4524	5487
210	14	2677	4527	5487
