211	15	2678	4529	5486
212	15	2678	4531	5484
213	14	2677	4532	5482
214	14	2677	4533	5481
215	11	2676	4532	5479
216	13	2678	4534	5479
217	14	2679	4535	5479
218	14	2679	4536	5478
219	13	2679	4535	5478
220	12	2678	4536	5476
221	14	2680	4539	5475
222	14	2681	4539	5475
223	12	2680	4538	5474
224	9	2680	4535	5474
225	9	2680	4535	5474
226	9	2680	4536	5473
227	10	2681	4538	5472
228	9	2681	4538	5471
229	8	2681	4538	5470
230	7	2681	4537	5470
231	6	2681	4536	5470
232	8	2683	4538	5470
233	10	2685	4540	5470
234	10	2686	4541	5469
235	10	2687	4542	5468
236	11	2689	4543	5468
237	9	2687	4543	5466
238	12	2690	4546	5466
239	18	2696	4552	5466
240	18	2696	4554	5464
241	17	2696	4556	5461
242	16	2696	4556	5460
243	15	2695	4558	5457
244	16	2696	4559	5457
245	17	2697	4561	5456
246	16	2696	4565	5451
247	16	2696	4565	5451
248	15	2696	4567	5448
249	15	2698	4567	5448
250	18	2702	4570	5448
251	17	2701	4570	5447
252	17	2701	4570	5447
253	17	2702	4571	5446
254	15	2701	4570	5445
255	13	2701	4568	5445
256	10	2699	4567	5443
257	9	2699	4566	5443
258	6	2697	4565	5441
259	7	2698	4566	5441
260	5	2696	4566	5439
261	3	2694	4566	5437
262	2	2694	4565	5437
263	1	2693	4565	5436
264	1	2693	4565	5436
265	1	2693	4565	5436
266	1	2693	4565	5436
267	0	2693	4564	5436
