0	100	100	100	10000
1	95	95	100	9995
2	118	118	129	9989
3	136	136	155	9981
4	151	151	182	9969
5	172	172	218	9954
6	213	213	271	9942
7	247	247	321	9926
8	288	288	389	9899
9	334	334	462	9872
10	396	396	548	9848
11	453	453	637	9816
12	516	516	735	9781
13	604	604	863	9741
14	678	678	977	9701
15	704	743	1065	9639
16	756	807	1175	9581
17	840	901	1317	9523
18	914	988	1450	9464
19	997	1085	1613	9384
20	1065	1178	1774	9291
21	1160	1284	1948	9212
22	1223	1374	2100	9123
23	1267	1450	2232	9035
24	1302	1514	2378	8924
25	1332	1580	2527	8805
26	1381	1665	2685	8696
27	1405	1726	2832	8573
28	1445	1808	2977	8468
29	1495	1899	3132	8363
30	1523	1973	3283	8240
31	1550	2064	3422	8128
32	1562	2123	3547	8015
33	1573	2208	3671	7902
34	1567	2258	3785	7782
35	1583	2342	3903	7680
36	1553	2386	3998	7555
37	1554	2438	4097	7457
38	1499	2457	4181	7318
39	1486	2508	4274	7212
40	1466	2554	4375	7091
41	1448	2597	4446	7002
42	1411	2628	4509	6902
43	1354	2641	4557	6797
44	1323	2680	4615	6708
45	1283	2722	4674	6609
46	1238	2731	4715	6523
47	1178	2743	4741	6437
48	1143	2771	4796	6347
49	1100	2803	4827	6273
50	1034	2801	4841	6193
51	996	2820	4869	6127
52	947	2825	4896	6051
53	925	2851	4945	5980
54	864	2858	4957	5907
55	815	2857	4971	5844
56	779	2875	4989	5790
57	744	2882	5002	5742
58	731	2909	5037	5694
59	697	2932	5044	5653
60	666	2938	5071	5595
61	641	2951	5092	5549
62	592	2955	5086	5506
63	558	2959	5096	5462
64	542	2967	5113	5429
65	519	2973	5124	5395
66	496	2982	5136	5360
67	467	2993	5141	5326
68	441	2996	5142	5299
69	415	2998	5148	5267
70	394	3004	5147	5247
71	372	3007	5148	5224
72	348	3012	5154	5194
73	309	3001	5141	5168
74	283	3003	5136	5147
75	272	3008	5141	5131
76	251	3004	5138	5113
77	237	3009	5135	5102
78	227	3012	5136	5091
79	199	3003	5126	5073
80	177	2998	5120	5057
81	161	2998	5117	5044
82	152	3001	5119	5033
83	139	3002	5112	5027
84	135	3009	5115	5020
85	129	3008	5116	5013
86	116	3006	5113	5003
87	110	3006	5116	4994
88	100	3006	5114	4986
89	91	3007	5115	4976
90	88	3011	5116	4972
91	78	3010	5111	4967
92	77	3012	5112	4965
93	67	3005	5114	4953
94	63	3005	5115	4948
95	62	3009	5116	4946
96	55	3007	5113	4942
97	49	3003	5112	4937
98	44	3002	5111	4933
99	38	2998	5111	4927
100	36	2998	5112	4924
101	31	2997	5110	4921
102	33	3002	5112	4921
103	30	3002	5111	4919
104	20	2997	5106	4914
105	20	2997	5107	4913
106	16	2995	5105	4911
107	15	2996	5104	4911
108	12	2995	5102	4910
109	11	2995	5102	4909
110	10	2995	5102	4908
111	11	2996	5103	4908
112	9	2995	5102	4907
113	9	2996	5102	4907
114	10	2997	5103	4907
115	10	2998	5103	4907
116	7	2998	5101	4906
117	5	2997	5101	4904
118	5	2997	5101	4904
119	3	2995	5101	4902
120	3	2995	5101	4902
121	4	2996	5102	4902
122	4	2996	5102	4902
123	4	2997	5102	4902
124	3	2997	5101	4902
125	3	2997	5101	4902
126	3	2997	5101	4902
127	3	2997	5101	4902
128	2	2997	5100	4902
129	2	2997	5100	4902
130	2	2997	5101	4901
131	1	2996	5101	4900
132	1	2996	5101	4900
133	1	2996	5101	4900
134	1	2996	5101	4900
135	0	2996	5100	4900
